Epoca,Erro medio quadratico
1,0.0025867937069098514
2,0.002564837287266749
3,0.0025430944707182
4,0.002521564594700372
5,0.002500246937379634
6,0.002479140719605063
7,0.0024582451068640883
8,0.002437559211238298
9,0.002417082093356526
10,0.0023968127643424378
11,0.0023767501877539204
12,0.0023568932815117016
13,0.002337240919814748
14,0.002317791935040057
15,0.0022985451196246382
16,0.0022794992279275336
17,0.002260652978069884
18,0.0022420050537511702
19,0.002223554106039833
20,0.0022052987551366542
21,0.0021872375921093575
22,0.0021693691805970256
23,0.002151692058483032
24,0.0021342047395353355
25,0.0021169057150130337
26,0.0020997934552382663
27,0.002082866411132594
28,0.002066123015717125
29,0.0020495616855757586
30,0.0020331808222810023
31,0.002016978813781926
32,0.002000954035753908
33,0.0019851048529099112
34,0.0019694296202731215
35,0.0019539266844108487
36,0.0019385943846296847
37,0.0019234310541319738
38,0.0019084350211337258
39,0.0018936046099441615
40,0.0018789381420071514
41,0.0018644339369048616
42,0.0018500903133239668
43,0.001835905589984854
44,0.0018218780865342792
45,0.0018080061244019794
46,0.0017942880276217827
47,0.001780722123617803
48,0.0017673067439563255
49,0.001754040225064019
50,0.0017409209089131509
51,0.0017279471436744843
52,0.001715117284338567
53,0.0017024296933061374
54,0.0016898827409483875
55,0.0016774748061378268
56,0.0016652042767505133
57,0.0016530695501404155
58,0.0016410690335866712
59,0.001629201144714526
60,0.0016174643118907206
61,0.0016058569745940998
62,0.0015943775837622182
63,0.0015830246021147105
64,0.0015717965044541842
65,0.0015606917779453949
66,0.001549708922373448
67,0.0015388464503817726
68,0.0015281028876905846
69,0.0015174767732965726
70,0.0015069666596544972
71,0.0014965711128414124
72,0.0014862887127041812
73,0.0014761180529909575
74,0.0014660577414672851
75,0.001456106400017459
76,0.001446262664731769
77,0.0014365251859802372
78,0.001426892628473447
79,0.0014173636713110365
80,0.00140793700801843
81,0.001398611346572346
82,0.0013893854094156226
83,0.001380257933461872
84,0.0013712276700904703
85,0.001362293385132368
86,0.001353453858847185
87,0.0013447078858920603
88,0.0013360542752826844
89,0.0013274918503469444
90,0.0013190194486715988
91,0.0013106359220423623
92,0.0013023401363778102
93,0.0012941309716574432
94,0.0012860073218442856
95,0.0012779680948023509
96,0.0012700122122093077
97,0.0012621386094646574
98,0.0012543462355937328
99,0.0012466340531477997
100,0.0012390010381005522
101,0.0012314461797412605
102,0.0012239684805648312
103,0.0012165669561590253
104,0.0012092406350890702
105,0.0012019885587798867
106,0.0011948097813961496
107,0.0011877033697203848
108,0.0011806684030292996
109,0.0011737039729685294
110,0.001166809183425985
111,0.0011599831504039652
112,0.0011532250018901926
113,0.0011465338777279363
114,0.0011399089294853552
115,0.0011333493203242097
116,0.0011268542248680654
117,0.0011204228290701188
118,0.0011140543300807622
119,0.001107747936114992
120,0.0011015028663197792
121,0.001095318350641487
122,0.0010891936296934428
123,0.0010831279546237409
124,0.0010771205869833712
125,0.0010711707985947428
126,0.0010652778714206818
127,0.0010594410974339706
128,0.001053659778487495
129,0.0010479332261850568
130,0.0010422607617529115
131,0.0010366417159120868
132,0.0010310754287515206
133,0.0010255612496020783
134,0.0010200985369114828
135,0.001014686658120196
136,0.0010093249895382966
137,0.0010040129162233787
138,0.000998749831859506
139,0.0009935351386372506
140,0.0009883682471348387
141,0.0009832485762004324
142,0.0009781755528355581
143,0.000973148612079717
144,0.0009681671968961739
145,0.0009632307580589598
146,0.0009583387540410854
147,0.000953490650903988
148,0.0009486859221882135
149,0.0009439240488053457
150,0.0009392045189311947
151,0.0009345268279002355
152,0.0009298904781013167
153,0.0009252949788746339
154,0.0009207398464099697
155,0.0009162246036462004
156,0.0009117487801720766
157,0.0009073119121282635
158,0.0009029135421106502
159,0.000898553219074918
160,0.0008942304982423665
161,0.0008899449410069918
162,0.0008856961148438106
163,0.0008814835932184289
164,0.0008773069554978381
165,0.0008731657868624459
166,0.0008690596782193208
167,0.0008649882261166483
168,0.0008609510326593902
169,0.0008569477054261367
170,0.0008529778573871417
171,0.0008490411068235285
172,0.0008451370772476639
173,0.0008412653973246824
174,0.0008374257007951471
175,0.0008336176263988526
176,0.0008298408177997337
177,0.0008260949235118952
178,0.0008223795968267261
179,0.0008186944957411065
180,0.0008150392828866823
181,0.0008114136254602031
182,0.0008078171951549056
183,0.0008042496680929344
184,0.0008007107247587856
185,0.0007972000499337621
186,0.0007937173326314264
187,0.0007902622660340411
188,0.0007868345474299813
189,0.0007834338781521084
190,0.0007800599635170943
191,0.0007767125127656786
192,0.0007733912390038532
193,0.0007700958591449548
194,0.0007668260938526558
195,0.0007635816674848477
196,0.0007603623080383898
197,0.000757167747094727
198,0.0007539977197663537
199,0.0007508519646441167
200,0.0007477302237453436
201,0.0007446322424627848
202,0.0007415577695143576
203,0.0007385065568936792
204,0.0007354783598213829
205,0.0007324729366971943
206,0.0007294900490527693
207,0.0007265294615052717
208,0.0007235909417116893
209,0.000720674260323865
210,0.0007177791909442453
211,0.0007149055100823257
212,0.0007120529971117855
213,0.0007092214342283009
214,0.0007064106064080307
215,0.0007036203013667522
216,0.0007008503095196513
217,0.0006981004239417481
218,0.0006953704403289478
219,0.0006926601569597113
220,0.000689969374657334
221,0.0006872978967528205
222,0.0006846455290483496
223,0.000682012079781319
224,0.0006793973595889576
225,0.0006768011814735022
226,0.0006742233607679221
227,0.000671663715102189
228,0.0006691220643700819
229,0.0006665982306965158
230,0.0006640920384053868
231,0.0006616033139879281
232,0.0006591318860715671
233,0.0006566775853892697
234,0.000654240244749375
235,0.0006518196990059023
236,0.0006494157850293287
237,0.0006470283416778268
238,0.0006446572097689551
239,0.0006423022320517952
240,0.0006399632531795295
241,0.0006376401196824443
242,0.0006353326799413654
243,0.0006330407841615037
244,0.0006307642843467155
245,0.0006285030342741654
246,0.0006262568894693849
247,0.0006240257071817245
248,0.0006218093463601862
249,0.000619607667629636
250,0.0006174205332673883
251,0.0006152478071801527
252,0.0006130893548813428
253,0.000610945043468737
254,0.0006088147416024878
255,0.0006066983194834711
256,0.0006045956488319738
257,0.0006025066028667094
258,0.0006004310562841601
259,0.0005983688852382382
260,0.0005963199673202631
261,0.0005942841815392449
262,0.0005922614083024734
263,0.0005902515293964068
264,0.0005882544279678526
265,0.0005862699885054401
266,0.0005842980968213744
267,0.0005823386400334728
268,0.0005803915065474746
269,0.0005784565860396221
270,0.0005765337694395066
271,0.0005746229489131782
272,0.0005727240178465107
273,0.0005708368708288208
274,0.0005689614036367355
275,0.0005670975132183059
276,0.0005652450976773596
277,0.0005634040562580905
278,0.0005615742893298837
279,0.0005597556983723663
280,0.0005579481859606848
281,0.0005561516557510065
282,0.0005543660124662334
283,0.0005525911618819366
284,0.0005508270108124971
285,0.0005490734670974575
286,0.0005473304395880726
287,0.0005455978381340691
288,0.0005438755735705939
289,0.0005421635577053614
290,0.0005404617033059914
291,0.0005387699240875342
292,0.0005370881347001813
293,0.0005354162507171558
294,0.0005337541886227863
295,0.0005321018658007511
296,0.0005304592005224993
297,0.0005288261119358422
298,0.0005272025200537107
299,0.0005255883457430772
300,0.0005239835107140422
301,0.000522387937509079
302,0.0005208015494924343
303,0.0005192242708396857
304,0.0005176560265274494
305,0.0005160967423232379
306,0.0005145463447754644
307,0.0005130047612035948
308,0.0005114719196884366
309,0.0005099477490625746
310,0.000508432178900939
311,0.0005069251395115121
312,0.0005054265619261685
313,0.0005039363778916467
314,0.0005024545198606477
315,0.0005009809209830647
316,0.0004995155150973358
317,0.00049805823672192
318,0.0004966090210468948
319,0.0004951678039256748
320,0.0004937345218668445
321,0.0004923091120261104
322,0.0004908915121983645
323,0.0004894816608098604
324,0.00048807949691050036
325,0.00048668496016623117
326,0.0004852979908515455
327,0.0004839185298420887
328,0.0004825465186073713
329,0.0004811818992035805
330,0.00047982461426649363
331,0.00047847460700449045
332,0.000477131821191662
333,0.0004757962011610164
334,0.0004744676917977757
335,0.00047314623853277147
336,0.00047183178733592424
337,0.00047052428470982033
338,0.00046922367768337074
339,0.0004679299138055626
340,0.0004666429411392919
341,0.0004653627082552836
342,0.0004640891642260962
343,0.0004628222586202031
344,0.00046156194149615955
345,0.00046030816339684785
346,0.000459060875343799
347,0.0004578200288315942
348,0.0004565855758223392
349,0.00045535746874021676
350,0.0004541356604661084
351,0.0004529201043322951
352,0.00045171075411722073
353,0.00045050756404033386
354,0.0004493104887569946
355,0.0004481194833534491
356,0.00044693450334187503
357,0.00044575550465548953
358,0.000444582443643722
359,0.0004434152770674566
360,0.0004422539620943299
361,0.00044109845629409795
362,0.0004399487176340603
363,0.0004388047044745465
364,0.00043766637556446106
365,0.0004365336900368886
366,0.00043540660740475437
367,0.0004342850875565446
368,0.0004331690907520799
369,0.0004320585776183473
370,0.00043095350914538306
371,0.00042985384668221214
372,0.00042875955193283973
373,0.00042767058695229303
374,0.0004265869141427176
375,0.0004255084962495208
376,0.000424435296357569
377,0.0004233672778874291
378,0.00042230440459166256
379,0.00042124664055116605
380,0.00042019395017155723
381,0.0004191462981796095
382,0.00041810364961972934
383,0.00041706596985048296
384,0.00041603322454116274
385,0.0004150053796683997
386,0.0004139824015128199
387,0.00041296425665574027
388,0.0004119509119759087
389,0.00041094233464628635
390,0.000409938492130866
391,0.0004089393521815365
392,0.0004079448828349811
393,0.00040695505240961974
394,0.000405969829502584
395,0.0004049891829867371
396,0.0004040130820077237
397,0.00040304149598106246
398,0.0004020743945892709
399,0.0004011117477790277
400,0.0004001535257583717
401,0.00039919969899393043
402,0.00039825023820819026
403,0.000397305114376794
404,0.00039636429872587484
405,0.0003954277627294228
406,0.0003944954781066831
407,0.0003935674168195871
408,0.0003926435510702131
409,0.00039172385329828014
410,0.00039080829617867217
411,0.00038989685261898966
412,0.00038898949575713647
413,0.00038808619895892924
414,0.0003871869358157419
415,0.0003862916801421741
416,0.00038540040597375135
417,0.00038451308756465053
418,0.00038362969938545295
419,0.0003827502161209266
420,0.0003818746126678326
421,0.0003810028641327584
422,0.0003801349458299788
423,0.0003792708332793387
424,0.0003784105022041666
425,0.00037755392852920717
426,0.00037670108837858164
427,0.00037585195807377354
428,0.00037500651413163423
429,0.00037416473326241554
430,0.000373326592367824
431,0.00037249206853909956
432,0.00037166113905511407
433,0.0003708337813804953
434,0.0003700099731637709
435,0.000369189692235535
