Epoca,Erro medio quadratico,Tempo de Execucao
1,0.4131988770198536,172.02
2,0.08661314664775377,
3,0.004020482313213669,
4,0.0006238058588054485,
5,0.0004201859788519613,
6,0.0004173117577879193,
7,0.00044482790577760056,
8,0.0004839555318341682,
9,0.0005335442940427315,
10,0.0005963576347433608,
11,0.0006772474944287121,
12,0.0007834151980670723,
13,0.0009254031539452923,
14,0.0011186432489742049,
15,0.001385459403790923,
16,0.0017568059903535493,
17,0.002271033938042011,
18,0.0029626912924261006,
19,0.003830654354157914,
20,0.004788423474278436,
21,0.0056482951388096,
22,0.006208813530436119,
23,0.006388291536449264,
24,0.006250823925208815,
25,0.005921214493463334,
26,0.005507312005071319,
27,0.005077155414064227,
28,0.004666335486175954,
29,0.00429043404540555,
30,0.003954146941535647,
31,0.003656706089306405,
32,0.0033948590898892073,
33,0.00316444740526578,
34,0.002961213898139914,
35,0.002781191157029378,
36,0.0026208631821231787,
37,0.002477206681856109,
38,0.0023476712156577095,
39,0.002230131300027055,
40,0.0021228287571285476,
41,0.002024315025633855,
42,0.0019333982042015196,
43,0.0018490967767352262,
44,0.0017706004165267408,
45,0.0016972374688194736,
46,0.001628448353892531,
47,0.0015637640229686223,
48,0.0015027886204679597,
49,0.0014451855894059562,
50,0.0013906665627642367,
51,0.0013389824912722892,
52,0.0012899165569147109,
53,0.0012432785074155683,
54,0.0011989001191494708,
55,0.0011566315552827555,
56,0.00111633843399489,
57,0.0010778994601409742,
58,0.0010412045044224938,
59,0.0010061530384358752,
60,0.0009726528532225109,
61,0.000940619004124843,
62,0.0009099729367364195,
63,0.0008806417581752046,
64,0.000852557625352357,
65,0.0008256572277897389,
66,0.0007998813471545019,
67,0.0007751744793393911,
68,0.0007514845077987442,
69,0.0007287624191197328,
70,0.0007069620536132304,
71,0.0006860398851232796,
72,0.0006659548253811765,
73,0.0006466680491277188,
74,0.0006281428369183384,
75,0.0006103444331093111,
76,0.0005932399169539804,
77,0.0005767980851063836,
78,0.0005609893441134994,
79,0.0005457856117065951,
80,0.0005311602258964154,
81,0.0005170878610175067,
82,0.0005035444500045005,
83,0.0004905071122694171,
84,0.0004779540866478027,
85,0.0004658646689428836,
86,0.0004542191536538731,
87,0.0004429987795329382,
88,0.0004321856786430045,
89,0.0004217628286419528,
90,0.0004117140080280024,
91,0.0004020237541279559,
92,0.0003926773236159753,
93,0.0003836606553821176,
94,0.0003749603355822917,
95,0.0003665635647109311,
96,0.00035845812656842835,
97,0.00035063235898408207,
98,0.00034307512618617086,
99,0.0003357757927087146,
100,0.00032872419873800074,
101,0.0003219106368050617,
102,0.0003153258297445005,
103,0.00030896090983978386,
104,0.00030280739908042364,
105,0.00029685719047239933,
106,0.0002911025303267145,
107,0.0002855360014840935,
108,0.000280150507406679,
109,0.00027493925709809464,
110,0.0002698957507962507,
111,0.0002650137664028107,
112,0.00026028734659924724,
113,0.00025571078662020574,
114,0.00025127862263946144,
115,0.00024698562073990904,
116,0.00024282676643369583,
117,0.00023879725470318802,
118,0.00023489248053099043,
119,0.000231108029898619,
120,0.00022743967122354491,
121,0.0002238833472113233,
122,0.00022043516710476552,
123,0.00021709139930303767,
124,0.00021384846433489257,
125,0.00021070292816727232,
126,0.00020765149582929743,
127,0.00020469100533468398,
128,0.0002018184218927077,
129,0.00019903083238231867,
130,0.0001963254400866865,
131,0.00019369955966558328,
132,0.00019115061235897013,
133,0.00018867612140760492,
134,0.00018627370767954066,
135,0.00018394108548977495,
136,0.00018167605861121872,
137,0.00017947651645452978,
138,0.00017734043042091918,
139,0.0001752658504089455,
140,0.000173250901476657,
141,0.00017129378064295597,
142,0.00016939275382743535,
143,0.0001675461529196398,
144,0.00016575237297097867,
145,0.00016400986950443341,
146,0.00016231715593670315,
147,0.00016067280110559912,
148,0.00015907542690082876,
149,0.00015752370599267373,
150,0.00015601635964951344,
151,0.00015455215564938452,
152,0.00015312990627361356,
153,0.00015174846638232875,
154,0.00015040673156882511,
155,0.00014910363638770407,
156,0.00014783815265737021,
157,0.0001466092878281977,
158,0.00014541608342188983,
159,0.00014425761353031863,
160,0.0001431329833801176,
161,0.00014204132795467284,
162,0.00014098181067467852,
163,0.00013995362213389817,
164,0.00013895597888771705,
165,0.00013798812229681712,
166,0.00013704931741567727,
167,0.00013613885193419772,
168,0.00013525603516356677,
169,0.00013440019706620343,
170,0.00013357068733213517,
171,0.00013276687449395586,
172,0.00013198814508247336,
173,0.00013123390282340774,
174,0.00013050356786517558,
175,0.00012979657604886286,
176,0.00012911237820542598,
177,0.00012845043948775392,
178,0.00012781023873301156,
179,0.0001271912678514897,
180,0.00012659303124315513,
181,0.00012601504523959695,
182,0.00012545683756789994,
183,0.00012491794683755497,
184,0.00012439792204518851,
185,0.00012389632210002555,
186,0.00012341271536439602,
187,0.0001229466792086742,
188,0.0001224977995829546,
189,0.00012206567059699913,
190,0.0001216498941149502,
191,0.00012125007935773202,
192,0.00012086584251477794,
193,0.00012049680636477822,
194,0.00012014259990222875,
195,0.00011980285797258405,
196,0.00011947722091151802,
197,0.00011916533419267794,
198,0.00011886684807882464,
199,0.00011858141728204874,
200,0.00011830870062795595,
201,0.00011804836072787372,
202,0.00011780006365849638,
203,0.00011756347864921857,
204,0.00011733827777929418,
205,0.00011712413568448765,
206,0.00011692072927582675,
207,0.00011672773746992937,
208,0.0001165448409333747,
209,0.00011637172184336686,
210,0.00011620806366424707,
211,0.00011605355094004843,
212,0.00011590786911147566,
213,0.00011577070434734549,
214,0.00011564174340444877,
215,0.00011552067350487083,
216,0.00011540718224267721,
217,0.00011530095751324798,
218,0.00011520168747072845,
219,0.00011510906051076519,
220,0.00011502276528399524,
221,0.00011494249073523699,
222,0.00011486792617249053,
223,0.00011479876136558098,
224,0.00011473468667130837,
225,0.00011467539318896214,
226,0.00011462057294311934,
227,0.00011456991909394865,
228,0.00011452312617277194,
229,0.00011447989034665818,
230,0.00011443990970280704,
231,0.00011440288456004977,
232,0.00011436851779939028,
233,0.00011433651521697286,
234,0.00011430658589220433,
235,0.00011427844257672071,
236,0.00011425180209398422,
237,0.00011422638575372956,
238,0.00011420191977690175,
239,0.00011417813572817126,
240,0.00011415477095566562,
241,0.00011413156903322674,
242,0.00011410828020735897,
243,0.00011408466184020805,
244,0.00011406047885245685,
245,0.00011403550416064223,
246,0.00011400951910722767,
247,0.00011398231388209945,
248,0.00011395368793182259,
249,0.0001139234503564901,
250,0.00011389142029114008,
251,0.0001138574272707138,
252,0.00011382131157411379,
253,0.00011378292454994332,
254,0.0001137421289184315,
255,0.00011369879905090419,
256,0.00011365282122230425,
257,0.00011360409383923131,
258,0.00011355252763867174,
259,0.00011349804585894518,
260,0.00011344058438089721,
261,0.00011338009183767261,
262,0.00011331652969431838,
263,0.00011324987229466288,
264,0.00011318010687613733,
265,0.00011310723355306695,
266,0.00011303126526351903,
267,0.00011295222768839541,
268,0.00011287015913169496,
269,0.00011278511037302041,
270,0.00011269714448311485,
271,0.0001126063366109209,
272,0.00011251277373519608,
273,0.00011241655438762321,
274,0.00011231778834389083,
275,0.00011221659628452008,
276,0.00011211310943035069,
277,0.0001120074691436379,
278,0.00011189982650922081,
279,0.00011179034188504855,
280,0.00011167918443164004,
281,0.00011156653161609187,
282,0.00011145256869676823,
283,0.00011133748818498157,
284,0.00011122148929207376,
285,0.00011110477735612467,
286,0.00011098756325428338,
287,0.00011087006280516287,
288,0.000110752496152694,
289,0.0001106350871470374,
290,0.00011051806271350495,
291,0.00011040165221687381,
292,0.00011028608682106533,
293,0.00011017159884660344,
294,0.00011005842112835063,
295,0.00010994678637440969,
296,0.0001098369265277177,
297,0.00010972907213627203,
298,0.00010962345172557675,
299,0.00010952029118602158,
300,0.00010941981316636706,
301,0.0001093222364837998,
302,0.00010922777554653318,
303,0.00010913663979261745,
304,0.00010904903314823411,
305,0.00010896515350375391,
306,0.0001088851922113887,
307,0.00010880933360479794,
308,0.00010873775454300905,
309,0.0001086706239782631,
310,0.00010860810254989528,
311,0.00010855034220508264,
312,0.00010849748584809693,
313,0.00010844966701670233,
314,0.00010840700958850147,
315,0.00010836962751631374,
316,0.00010833762459511176,
317,0.00010831109425774033,
318,0.00010829011940124977,
319,0.00010827477224495397,
320,0.00010826511421715979,
321,0.00010826119587475924,
322,0.00010826305684905058,
323,0.0001082707258244775,
324,0.00010828422054354192,
325,0.00010830354784260865,
326,0.00010832870371188519,
327,0.00010835967338390651,
328,0.00010839643144819333,
329,0.00010843894198764303,
330,0.00010848715874076098,
331,0.00010854102528459753,
332,0.00010860047523902905,
333,0.0001086654324895242,
334,0.0001087358114296999,
335,0.0001088115172184767,
336,0.00010889244605286064,
337,0.00010897848545715627,
338,0.00010906951457917424,
339,0.0001091654045018986,
340,0.00010926601856270368,
341,0.00010937121267926009,
342,0.00010948083568484979,
343,0.00010959472966501349,
344,0.00010971273030177531,
345,0.00010983466721772861,
346,0.00010996036432245337,
347,0.0001100896401588225,
348,0.0001102223082489473,
349,0.000110358177437625,
350,0.000110497052232289,
351,0.00011063873314207107,
352,0.0001107830170082591,
353,0.0001109296973330065,
354,0.00011107856460071397,
355,0.00011122940659305525,
356,0.0001113820086983408,
357,0.00011153615421258256,
358,0.00011169162463339766,
359,0.00011184819994694561,
360,0.00011200565890598368,
361,0.0001121637793009278,
362,0.00011232233822203175,
363,0.00011248111231540459,
364,0.00011263987802781483,
365,0.00011279841184738681,
366,0.00011295649053444379,
367,0.00011311389134519012,
368,0.00011327039224867663,
369,0.00011342577213668825,
370,0.00011357981102583237,
371,0.00011373229025476994,
372,0.00011388299267414692,
373,0.00011403170283125208,
374,0.00011417820714837434,
375,0.00011432229409674699,
376,0.00011446375436505174,
377,0.00011460238102387055,
378,0.0001147379696849471,
379,0.00011487031865703434,
380,0.0001149992290980506,
381,0.00011512450516407147,
382,0.00011524595415385308,
383,0.0001153633866526893,
384,0.00011547661667110631,
385,0.00011558546178330742,
386,0.0001156897432622872,
387,0.00011578928621305828,
388,0.00011588391970407397,
389,0.0001159734768972076,
390,0.00011605779517626091,
391,0.0001161367162735294,
392,0.00011621008639547958,
393,0.00011627775634764914,
394,0.00011633958165671587,
395,0.00011639542269381575,
396,0.00011644514479522416,
397,0.00011648861838137181,
398,0.00011652571907727616,
399,0.00011655632782855974,
400,0.00011658033101930032,
401,0.00011659762058582879,
402,0.00011660809413191475,
403,0.00011661165504003868,
404,0.00011660821258246967,
405,0.0001165976820299841,
406,0.00011657998475905762,
407,0.00011655504835664243,
408,0.00011652280672272419,
409,0.00011648320016999225,
410,0.00011643617552128949,
411,0.00011638168620434208,
412,0.00011631969234202066,
413,0.0001162501608403671,
414,0.00011617306547190287,
415,0.00011608838695593982,
416,0.0001159961130335202,
417,0.00011589623853838771,
418,0.0001157887654630041,
419,0.0001156737030186955,
420,0.0001155510676914967,
421,0.000115420883291667,
422,0.00011528318099601753,
423,0.00011513799938621394,
424,0.00011498538447804463,
425,0.00011482538974566525,
426,0.00011465807613687817,
427,0.00011448351208262486,
428,0.00011430177349770754,
429,0.00011411294377376702,
430,0.00011391711376364244,
431,0.00011371438175901416,
432,0.0001135048534565003,
433,0.00011328864191767485,
434,0.00011306586751917702,
435,0.00011283665789194042,
436,0.00011260114785449638,
437,0.00011235947933432855,
438,0.00011211180127988774,
439,0.00011185826956380818,
440,0.00011159904687721434,
441,0.0001113343026113156,
442,0.00011106421273315847,
443,0.00011078895964848623,
444,0.00011050873205677159,
445,0.0001102237247962573,
446,0.00010993413867810276,
447,0.00010964018031359157,
448,0.00010934206192907137,
449,0.00010904000117420432,
450,0.00010873422091907392,
451,0.00010842494904393651,
452,0.00010811241821929995,
453,0.00010779686567796709,
454,0.00010747853297859988,
455,0.00010715766576098462,
456,0.00010683451349477457,
457,0.00010650932921936473,
458,0.00010618236927707747,
459,0.00010585389304011705,
460,0.000105524162630391,
461,0.00010519344263404395,
462,0.0001048619998086503,
463,0.00010453010278742292,
464,0.00010419802177639992,
465,0.00010386602824803692,
466,0.00010353439463132996,
467,0.00010320339399645662,
468,0.00010287329973804327,
469,0.00010254438525519882,
470,0.00010221692362774593,
471,0.00010189118729331259,
472,0.00010156744772071846,
473,0.00010124597508345823,
474,0.00010092703793246338,
475,0.00010061090286971053,
476,0.00010029783422124683,
477,9.998809371170037e-05,
478,9.968194014071952e-05,
479,9.937962906100828e-05,
480,9.908141245819346e-05,
481,9.87875384361181e-05,
482,9.849825090160746e-05,
483,9.821378925743696e-05,
484,9.793438809606314e-05,
485,9.766027690073786e-05,
486,9.739167975138241e-05,
487,9.712881503473603e-05,
488,9.687189516224826e-05,
489,9.662112629610364e-05,
490,9.637670807714771e-05,
491,9.613883336745399e-05,
492,9.590768799425109e-05,
493,9.56834505069365e-05,
494,9.546629194062684e-05,
495,9.525637558888134e-05,
496,9.505385678700018e-05,
497,9.48588827041491e-05,
498,9.46715921470026e-05,
499,9.449211537224111e-05,
500,9.432057391195459e-05,
501,9.415708040870496e-05,
502,9.400173846339788e-05,
503,9.385464249399289e-05,
504,9.371587760742539e-05,
505,9.358551948249194e-05,
506,9.346363426754323e-05,
507,9.335027848884903e-05,
508,9.324549897361811e-05,
509,9.314933278603554e-05,
510,9.306180717578993e-05,
511,9.298293954251857e-05,
512,9.29127374119515e-05,
513,9.28511984268493e-05,
514,9.279831035260977e-05,
515,9.275405109597512e-05,
516,9.271838873936566e-05,
517,9.269128158859163e-05,
518,9.267267823410974e-05,
519,9.266251762958533e-05,
520,9.26607291818482e-05,
521,9.266723285640543e-05,
522,9.268193929727608e-05,
523,9.270474996118938e-05,
524,9.273555726516114e-05,
525,9.277424474862794e-05,
526,9.282068724936199e-05,
527,9.287475109276411e-05,
528,9.293629429411865e-05,
529,9.300516677540616e-05,
530,9.308121059319052e-05,
531,9.316426018038393e-05,
532,9.325414259998832e-05,
533,9.335067780992523e-05,
534,9.345367894046663e-05,
535,9.35629525826015e-05,
536,9.367829908590863e-05,
537,9.379951286839217e-05,
538,9.392638273419962e-05,
539,9.405869220249774e-05,
540,9.419621984313453e-05,
541,9.433873962123862e-05,
542,9.448602125046446e-05,
543,9.463783055047026e-05,
544,9.479392981336099e-05,
545,9.495407817396162e-05,
546,9.511803198697377e-05,
547,9.528554520579768e-05,
548,9.545636976789063e-05,
549,9.563025598074981e-05,
550,9.580695291212804e-05,
551,9.598620877970809e-05,
552,9.616777134402454e-05,
553,9.635138829908185e-05,
554,9.653680766430472e-05,
555,9.672377817372679e-05,
556,9.69120496644299e-05,
557,9.710137346087555e-05,
558,9.729150275655796e-05,
559,9.748219299149374e-05,
560,9.76732022240634e-05,
561,9.786429149814813e-05,
562,9.805522520223153e-05,
563,9.824577142465707e-05,
564,9.843570229645104e-05,
565,9.862479433055127e-05,
566,9.881282874901753e-05,
567,9.899959180065254e-05,
568,9.91848750697133e-05,
569,9.936847577259045e-05,
570,9.95501970427054e-05,
571,9.972984820441622e-05,
572,9.990724503268489e-05,
573,0.00010008221000040729,
574,0.00010025457251175429,
575,0.0001004241691215102,
576,0.00010059084373811866,
577,0.00010075444781421083,
578,0.00010091484051832911,
579,0.00010107188889324492,
580,0.00010122546799617993,
581,0.00010137546102341466,
582,0.00010152175941673114,
583,0.00010166426295410425,
584,0.00010180287982175518,
585,0.00010193752666855238,
586,0.00010206812864467507,
587,0.000102194619419127,
588,0.00010231694118384427,
589,0.00010243504463539055,
590,0.00010254888894334346,
591,0.0001026584416981835,
592,0.00010276367884402837,
593,0.00010286458459257686,
594,0.00010296115132225891,
595,0.00010305337945973325,
596,0.00010314127734596668,
597,0.00010322486108681195,
598,0.00010330415438963847,
599,0.00010337918838405902,
600,0.0001034500014300832,
601,0.00010351663891268459,
602,0.0001035791530251684,
603,0.00010363760253893906,
604,0.00010369205256444136,
605,0.00010374257430049993,
606,0.00010378924477576212,
607,0.00010383214658031548,
608,0.00010387136759144877,
609,0.00010390700069067005,
610,0.00010393914347701927,
611,0.00010396789797435801,
612,0.00010399337033430156,
613,0.00010401567053684724,
614,0.00010403491208847704,
615,0.00010405121171799814,
616,0.0001040646890735214,
617,0.00010407546641746923,
618,0.0001040836683247337,
619,0.0001040894213809318,
620,0.00010409285388458811,
621,0.00010409409555098281,
622,0.00010409327722223083,
623,0.00010409053057949813,
624,0.0001040859878623096,
625,0.00010407978159218678,
626,0.00010407204430459838,
627,0.00010406290828492148,
628,0.00010405250531490828,
629,0.000104040966424232,
630,0.00010402842165145587,
631,0.00010401499981367579,
632,0.00010400082828333768,
633,0.00010398603277649021,
634,0.00010397073714804583,
635,0.0001039550631976166,
636,0.00010393913048480086,
637,0.00010392305615407327,
638,0.00010390695476911183,
639,0.00010389093815810213,
640,0.00010387511526696591,
641,0.00010385959202462158,
642,0.00010384447121651597,
643,0.00010382985236788433,
644,0.00010381583163875108,
645,0.00010380250172503658,
646,0.0001037899517718488,
647,0.0001037782672959342,
648,0.00010376753011452633,
649,0.00010375781828687869,
650,0.0001037492060617512,
651,0.00010374176383437517,
652,0.0001037355581115923,
653,0.00010373065148563954,
654,0.00010372710261453977,
655,0.00010372496621055549,
656,0.00010372429303705244,
657,0.00010372512991012328,
658,0.00010372751970889882,
659,0.00010373150139209031,
660,0.0001037371100189588,
661,0.00010374437677930504,
662,0.00010375332902588796,
663,0.00010376399031494787,
664,0.00010377638044978266,
665,0.00010379051553083274,
666,0.0001038064080086526,
667,0.00010382406674325217,
668,0.00010384349706504814,
669,0.00010386470084221278,
670,0.00010388767654954945,
671,0.00010391241934090689,
672,0.00010393892112658953,
673,0.00010396717065051797,
674,0.00010399715357285733,
675,0.00010402885255293703,
676,0.00010406224733483516,
677,0.00010409731483659868,
678,0.00010413402923767356,
679,0.00010417236207153902,
680,0.00010421228231721757,
681,0.00010425375649288082,
682,0.00010429674875003792,
683,0.00010434122096859844,
684,0.0001043871328534618,
685,0.00010443444202930252,
686,0.00010448310413777029,
687,0.000104533072934343,
688,0.00010458430038438882,
689,0.0001046367367588813,
690,0.00010469033073201572,
691,0.00010474502947589726,
692,0.00010480077875536786,
693,0.00010485752302333284,
694,0.00010491520551358935,
695,0.00010497376833432104,
696,0.00010503315255933066,
697,0.00010509329831930037,
698,0.00010515414489102592,
699,0.00010521563078601248,
700,0.00010527769383729402,
701,0.00010534027128528134,
702,0.00010540329986190311,
703,0.00010546671587319256,
704,0.00010553045528020888,
705,0.00010559445377864018,
706,0.00010565864687675508,
707,0.00010572296997060637,
708,0.00010578735841901277,
709,0.00010585174761540417,
710,0.0001059160730583486,
711,0.0001059802704204138,
712,0.00010604427561448915,
713,0.00010610802485858106,
714,0.00010617145473831857,
715,0.0001062345022684319,
716,0.00010629710495015099,
717,0.00010635920082892325,
718,0.0001064207285489116,
719,0.00010648162740529987,
720,0.0001065418373948912,
721,0.00010660129926454154,
722,0.0001066599545581498,
723,0.00010671774566058112,
724,0.0001067746158402022,
725,0.00010683050928936288,
726,0.00010688537116225472,
727,0.00010693914761245038,
728,0.00010699178582587732,
729,0.00010704323405434646,
730,0.00010709344164493151,
731,0.00010714235907037517,
732,0.00010718993795305609,
733,0.00010723613109261954,
734,0.000107280892486461,
735,0.00010732417735261068,
736,0.00010736594214807993,
737,0.00010740614458666642,
738,0.00010744474365495527,
739,0.00010748169962579435,
740,0.00010751697407207494,
741,0.00010755052987604374,
742,0.00010758233123940586,
743,0.00010761234369088823,
744,0.00010764053409223484,
745,0.00010766687064310554,
746,0.00010769132288421246,
747,0.00010771386169897146,
748,0.00010773445931433479,
749,0.00010775308929983352,
750,0.00010776972656488526,
751,0.00010778434735628228,
752,0.00010779692925337592,
753,0.00010780745116181767,
754,0.00010781589330717545,
755,0.0001078222372267873,
756,0.00010782646576100452,
757,0.00010782856304319965,
758,0.0001078285144883312,
759,0.00010782630678141114,
760,0.00010782192786534806,
761,0.00010781536692623661,
762,0.00010780661437982675,
763,0.00010779566185593892,
764,0.00010778250218312913,
765,0.00010776712937154986,
766,0.00010774953859579717,
767,0.00010772972617807686,
768,0.00010770768956808174,
769,0.00010768342732586644,
770,0.00010765693910143315,
771,0.000107628225614817,
772,0.00010759728863635187,
773,0.00010756413096557615,
774,0.00010752875640997195,
775,0.00010749116976385698,
776,0.00010745137678680461,
777,0.00010740938418093982,
778,0.00010736519956958124,
779,0.00010731883147406529,
780,0.00010727028929147231,
781,0.00010721958327168657,
782,0.00010716672449430364,
783,0.0001071117248455794,
784,0.00010705459699597575,
785,0.00010699535437552754,
786,0.00010693401115192958,
787,0.00010687058220662515,
788,0.00010680508311139425,
789,0.00010673753010571885,
790,0.00010666794007281599,
791,0.00010659633051715578,
792,0.00010652271954084136,
793,0.00010644712582121019,
794,0.00010636956858776914,
795,0.00010629006759903248,
796,0.00010620864312077538,
797,0.00010612531590328822,
798,0.00010604010715885293,
799,0.00010595303854021854,
800,0.00010586413211856327,
801,0.00010577341036194232,
802,0.00010568089611372178,
803,0.00010558661257220603,
804,0.00010549058326850269,
805,0.00010539283204706595,
806,0.00010529338304510194,
807,0.00010519226067200182,
808,0.00010508948959016273,
809,0.00010498509469522577,
810,0.00010487910109695242,
811,0.0001047715341007116,
812,0.00010466241918800911,
813,0.00010455178199965387,
814,0.00010443964831642616,
815,0.00010432604404284063,
816,0.00010421099518886923,
817,0.00010409452785375972,
818,0.0001039766682090909,
819,0.0001038574424828409,
820,0.0001037368769435526,
821,0.00010361499788448525,
822,0.00010349183160904274,
823,0.00010336740441582726,
824,0.00010324174258363739,
825,0.00010311487235817318,
826,0.00010298681993857473,
827,0.0001028576114630031,
828,0.00010272727299630302,
829,0.00010259583051773491,
830,0.0001024633099083877,
831,0.0001023297369386611,
832,0.0001021951372581903,
833,0.00010205953638332821,
834,0.0001019229596871396,
835,0.00010178543238846538,
836,0.0001016469795419861,
837,0.00010150762602900709,
838,0.00010136739654688365,
839,0.00010122631560131878,
840,0.00010108440749671821,
841,0.00010094169632779426,
842,0.00010079820597265476,
843,0.0001006539600836992,
844,0.00010050898208091574,
845,0.00010036329514531706,
846,0.00010021692221146017,
847,0.0001000698859611876,
848,9.992220881829827e-05,
849,9.977391294169191e-05,
850,9.96250202211918e-05,
851,9.94755522712859e-05,
852,9.932553042676928e-05,
853,9.917497573862233e-05,
854,9.902390896919522e-05,
855,9.887235058848864e-05,
856,9.872032077065662e-05,
857,9.856783939006519e-05,
858,9.841492601925239e-05,
859,9.826159992513961e-05,
860,9.810788006640869e-05,
861,9.795378509248887e-05,
862,9.779933333985136e-05,
863,9.764454283149593e-05,
864,9.748943127442511e-05,
865,9.733401605958869e-05,
866,9.717831425896939e-05,
867,9.702234262672083e-05,
868,9.6866117597183e-05,
869,9.670965528491005e-05,
870,9.655297148473962e-05,
871,9.639608167158475e-05,
872,9.623900100040605e-05,
873,9.608174430682237e-05,
874,9.592432610831814e-05,
875,9.57667606039242e-05,
876,9.560906167599414e-05,
877,9.545124289103701e-05,
878,9.529331750153525e-05,
879,9.513529844623614e-05,
880,9.49771983533021e-05,
881,9.481902954140697e-05,
882,9.466080402110999e-05,
883,9.450253349774229e-05,
884,9.434422937375231e-05,
885,9.418590275046823e-05,
886,9.402756443049887e-05,
887,9.386922492124472e-05,
888,9.371089443653557e-05,
889,9.355258290040525e-05,
890,9.339429994936754e-05,
891,9.323605493539999e-05,
892,9.307785693006554e-05,
893,9.291971472633054e-05,
894,9.27616368430334e-05,
895,9.260363152759077e-05,
896,9.2445706759689e-05,
897,9.228787025507279e-05,
898,9.213012946872323e-05,
899,9.197249159872967e-05,
900,9.18149635898563e-05,
901,9.165755213803861e-05,
902,9.150026369279807e-05,
903,9.134310446279326e-05,
904,9.118608041835952e-05,
905,9.102919729635228e-05,
906,9.087246060360266e-05,
907,9.071587562096972e-05,
908,9.055944740804511e-05,
909,9.040318080617837e-05,
910,9.02470804433203e-05,
911,9.009115073789487e-05,
912,8.993539590261557e-05,
913,8.97798199490929e-05,
914,8.962442669187276e-05,
915,8.946921975178102e-05,
916,8.931420256107214e-05,
917,8.915937836727339e-05,
918,8.90047502362934e-05,
919,8.885032105825086e-05,
920,8.869609354977825e-05,
921,8.85420702593509e-05,
922,8.838825357081193e-05,
923,8.823464570704986e-05,
924,8.808124873488365e-05,
925,8.792806456806024e-05,
926,8.777509497151503e-05,
927,8.762234156596549e-05,
928,8.746980583028419e-05,
929,8.731748910681403e-05,
930,8.716539260444911e-05,
931,8.701351740221519e-05,
932,8.686186445333588e-05,
933,8.671043458881311e-05,
934,8.655922852135456e-05,
935,8.640824684771897e-05,
936,8.625749005432282e-05,
