Epoca,Erro medio quadratico,Tempo de Execucao
937,8.610695851862804e-05,
938,8.595665251408258e-05,
939,8.580657221231303e-05,
940,8.565671768789862e-05,
941,8.550708892006431e-05,
942,8.535768579706615e-05,
943,8.520850811907787e-05,
944,8.505955560067502e-05,
945,8.491082787501214e-05,
946,8.47623244960849e-05,
947,8.461404494158886e-05,
948,8.446598861630572e-05,
949,8.431815485472616e-05,
950,8.41705429239642e-05,
951,8.40231520261997e-05,
952,8.387598130135676e-05,
953,8.372902983017072e-05,
954,8.358229663635308e-05,
955,8.343578068890911e-05,
956,8.328948090551014e-05,
957,8.314339615338173e-05,
958,8.299752525306459e-05,
959,8.285186697983005e-05,
960,8.270642006640017e-05,
961,8.256118320459915e-05,
962,8.241615504775424e-05,
963,8.227133421277733e-05,
964,8.212671928214954e-05,
965,8.198230880551716e-05,
966,8.183810130213409e-05,
967,8.169409526236071e-05,
968,8.155028914916262e-05,
969,8.140668140058094e-05,
970,8.12632704305788e-05,
971,8.112005463117855e-05,
972,8.097703237409937e-05,
973,8.083420201202007e-05,
974,8.069156187952287e-05,
975,8.054911029604928e-05,
976,8.040684556540056e-05,
977,8.026476597865206e-05,
978,8.012286981408379e-05,
979,7.998115533992822e-05,
980,7.983962081424545e-05,
981,7.969826448607498e-05,
982,7.955708459793376e-05,
983,7.941607938516393e-05,
984,7.927524707830591e-05,
985,7.913458590305678e-05,
986,7.899409408203273e-05,
987,7.885376983497727e-05,
988,7.871361138005184e-05,
989,7.857361693452969e-05,
990,7.843378471586449e-05,
991,7.829411294180133e-05,
992,7.815459983194495e-05,
993,7.801524360741274e-05,
994,7.787604249279156e-05,
995,7.773699471529116e-05,
996,7.759809850688137e-05,
997,7.745935210339006e-05,
998,7.732075374629332e-05,
999,7.718230168250739e-05,
1000,7.704399416477714e-05,
1001,7.690582945277247e-05,
1002,7.676780581297726e-05,
1003,7.66299215192584e-05,
1004,7.649217485344861e-05,
1005,7.63545641052632e-05,
1006,7.621708757325762e-05,
1007,7.607974356456382e-05,
1008,7.594253039559795e-05,
1009,7.580544639199105e-05,
1010,7.566848988932451e-05,
1011,7.55316592330052e-05,
1012,7.539495277858466e-05,
1013,7.525836889196724e-05,
1014,7.5121905949882e-05,
1015,7.498556233963283e-05,
1016,7.484933645930669e-05,
1017,7.471322671878666e-05,
1018,7.457723153829476e-05,
1019,7.444134935022384e-05,
1020,7.430557859816611e-05,
1021,7.416991773719073e-05,
1022,7.403436523464868e-05,
1023,7.389891956927075e-05,
1024,7.376357923193078e-05,
1025,7.362834272520158e-05,
1026,7.34932085645068e-05,
1027,7.335817527656663e-05,
1028,7.322324140081327e-05,
1029,7.3088405488822e-05,
1030,7.295366610449161e-05,
1031,7.28190218239888e-05,
1032,7.268447123602584e-05,
1033,7.255001294181884e-05,
1034,7.241564555468538e-05,
1035,7.228136770104365e-05,
1036,7.21471780187194e-05,
1037,7.201307515969368e-05,
1038,7.18790577870082e-05,
1039,7.174512457701343e-05,
1040,7.161127421877189e-05,
1041,7.147750541346143e-05,
1042,7.134381687504132e-05,
1043,7.12102073305021e-05,
1044,7.107667551889407e-05,
1045,7.094322019229882e-05,
1046,7.080984011550995e-05,
1047,7.067653406572783e-05,
1048,7.054330083326732e-05,
1049,7.041013922046147e-05,
